age,gender,course,semester,study_hours,sleep_hours,assignment_pressure,exam_pressure,attendance_stress,screen_time_hours,stress_level,anxiety_level,exercise_frequency,socializing_frequency,emotionally_exhausted,lost_motivation,support_level,mentally_drained_frequency,difficulty_concentrating,weekly_journal,burnout_risk
23,Male,BCA,3,7.7,5.3,4,6,4,7.6,4,6,1-2 times/week,Often,No,Sometimes,4,Rarely,No,A little anxious about upcoming exams but trying to stay calm.,Medium
23,Female,BSc,8,6.2,5.7,4,7,3,8.6,4,5,Daily,Never,Yes,No,7,Sometimes,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Male,BCom,5,7.3,7.2,6,8,7,5.8,7,4,3-5 times/week,Sometimes,Sometimes,Yes,6,Rarely,Yes,Mild headache from screen time. Trying to take breaks.,Medium
20,Male,BCA,6,4.6,7.0,4,8,6,3.5,4,4,Daily,Rarely,Sometimes,No,4,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
19,Female,BCA,6,7.8,6.3,4,6,6,7.5,6,7,Never,Often,Sometimes,Sometimes,6,Never,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BTech,6,7.1,6.9,4,6,4,6.6,4,7,1-2 times/week,Rarely,Sometimes,No,7,Sometimes,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Prefer not to say,BCA,3,6.5,7.1,4,6,3,4.3,4,4,3-5 times/week,Sometimes,Sometimes,Sometimes,7,Rarely,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Male,BTech,7,5.5,7.2,4,8,6,3.5,7,7,Never,Sometimes,Sometimes,No,7,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
19,Male,BSc,4,6.2,6.1,6,7,8,4.9,7,7,1-2 times/week,Sometimes,No,Sometimes,3,Rarely,No,Mild headache from screen time. Trying to take breaks.,Medium
19,Female,BTech,1,5.2,7.1,4,6,5,6.4,5,5,Never,Often,Yes,No,4,Sometimes,Yes,Mild headache from screen time. Trying to take breaks.,Medium
20,Female,BTech,2,3.8,5.5,4,7,6,9.8,4,5,3-5 times/week,Never,No,No,4,Often,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Male,BCA,8,6.0,6.3,5,4,5,3.6,7,7,3-5 times/week,Rarely,Sometimes,Sometimes,8,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Female,BSc,5,5.1,6.8,6,5,5,4.3,7,4,Daily,Often,Yes,Sometimes,6,Rarely,No,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BCA,1,3.4,5.7,5,6,4,5.0,5,7,3-5 times/week,Rarely,Sometimes,Sometimes,3,Rarely,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Female,BCA,1,6.6,6.9,8,8,3,5.1,6,4,Never,Rarely,No,Sometimes,5,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Female,BSc,4,5.5,6.1,6,8,5,6.2,7,5,Never,Sometimes,No,Sometimes,5,Sometimes,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
24,Male,BTech,5,6.9,6.9,5,4,5,7.1,4,4,1-2 times/week,Sometimes,Sometimes,Sometimes,8,Often,No,Some deadlines coming up but I'm handling them okay.,Medium
20,Male,BTech,6,7.7,5.9,5,5,8,3.8,4,6,Never,Rarely,Sometimes,Sometimes,4,Always,No,Mild headache from screen time. Trying to take breaks.,Medium
18,Male,BTech,7,7.7,5.6,6,7,7,9.8,7,7,3-5 times/week,Sometimes,Sometimes,Sometimes,5,Never,Sometimes,There's some pressure with assignments but I still have social time.,Medium
20,Female,BTech,3,6.5,5.4,4,5,8,9.3,6,7,1-2 times/week,Rarely,Yes,Sometimes,4,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
24,Male,BCom,5,5.2,5.6,4,8,8,8.6,5,4,Never,Sometimes,Sometimes,Sometimes,7,Rarely,Yes,Feeling slightly drained but a weekend break should help.,Medium
21,Male,BTech,5,3.5,6.9,4,4,4,3.7,7,4,1-2 times/week,Often,No,No,3,Always,No,Feeling slightly drained but a weekend break should help.,Medium
20,Prefer not to say,BTech,5,7.8,7.0,4,7,8,4.9,4,4,Never,Often,No,Yes,6,Sometimes,Yes,Some deadlines coming up but I'm handling them okay.,Medium
18,Female,BTech,8,7.9,5.1,5,4,3,4.7,4,5,1-2 times/week,Sometimes,Yes,Yes,4,Often,Yes,Feeling slightly drained but a weekend break should help.,Medium
18,Male,BTech,5,4.2,5.1,6,7,3,6.7,7,7,1-2 times/week,Sometimes,Sometimes,Sometimes,8,Rarely,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Female,BCA,3,5.5,6.4,5,4,6,7.8,4,4,3-5 times/week,Sometimes,Yes,Yes,6,Sometimes,No,Sleep is slightly disturbed because of upcoming internals.,Medium
23,Female,BTech,2,5.6,5.7,5,8,3,4.8,7,6,1-2 times/week,Rarely,Sometimes,Sometimes,8,Rarely,No,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BTech,8,3.1,5.9,8,7,7,3.4,6,4,Daily,Sometimes,Yes,Yes,6,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
21,Prefer not to say,BTech,2,5.2,5.9,4,8,5,6.4,5,6,1-2 times/week,Rarely,Yes,Sometimes,7,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
22,Female,BCA,2,6.3,6.7,5,4,5,4.3,5,6,3-5 times/week,Often,Sometimes,No,3,Sometimes,Yes,Some deadlines coming up but I'm handling them okay.,Medium
19,Female,BCA,5,7.2,5.5,5,4,4,4.9,7,6,3-5 times/week,Often,Sometimes,Sometimes,7,Sometimes,No,A little anxious about upcoming exams but trying to stay calm.,Medium
23,Female,BTech,1,4.9,7.1,6,4,3,8.7,5,6,3-5 times/week,Sometimes,Sometimes,Sometimes,4,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
23,Female,BTech,8,7.8,6.5,7,8,7,4.2,7,5,Never,Sometimes,Sometimes,No,7,Often,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
20,Male,BTech,2,6.4,5.6,5,4,3,4.3,7,4,1-2 times/week,Often,No,Sometimes,6,Sometimes,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
23,Female,BCom,5,6.1,6.5,4,8,4,4.8,6,4,Never,Rarely,Sometimes,No,7,Often,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Male,BTech,6,5.1,6.9,8,4,6,4.7,7,5,3-5 times/week,Rarely,Sometimes,Sometimes,3,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
21,Female,BSc,8,4.7,5.7,8,7,5,9.4,7,4,3-5 times/week,Never,Sometimes,Sometimes,8,Often,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
20,Male,BCom,3,6.5,6.7,8,4,3,3.8,4,7,3-5 times/week,Sometimes,Sometimes,Sometimes,3,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
22,Male,BTech,7,6.3,5.4,8,4,4,8.9,6,7,3-5 times/week,Often,No,Sometimes,7,Rarely,No,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Male,BCA,1,7.6,7.4,8,8,6,4.1,6,4,1-2 times/week,Sometimes,No,Sometimes,4,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
23,Female,BCom,2,6.1,5.1,5,4,7,5.3,5,6,1-2 times/week,Rarely,Sometimes,Sometimes,6,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
21,Male,BCom,8,6.8,6.9,7,8,7,8.0,4,6,3-5 times/week,Sometimes,No,Yes,8,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
21,Male,BSc,6,7.9,7.5,7,5,4,8.2,4,4,Never,Never,No,Sometimes,5,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
21,Male,BTech,8,7.2,5.2,4,6,5,7.2,6,4,3-5 times/week,Sometimes,Sometimes,Sometimes,6,Often,Yes,Feeling slightly drained but a weekend break should help.,Medium
18,Female,BTech,6,5.7,7.1,8,8,8,6.1,5,5,1-2 times/week,Never,Yes,Sometimes,4,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
22,Prefer not to say,BTech,5,7.6,5.1,6,4,5,6.8,7,5,Never,Never,No,Yes,8,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
22,Female,BTech,3,5.3,6.5,4,7,6,3.1,5,4,Never,Sometimes,No,No,8,Rarely,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
19,Prefer not to say,BCom,7,3.4,6.4,6,7,7,7.6,4,5,1-2 times/week,Sometimes,Yes,Sometimes,8,Sometimes,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
23,Female,BCA,6,3.2,7.2,7,6,8,9.5,4,4,1-2 times/week,Sometimes,Yes,Sometimes,5,Always,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Prefer not to say,BSc,1,3.2,5.3,4,5,7,5.2,4,4,Daily,Rarely,Sometimes,No,4,Rarely,Yes,Mild headache from screen time. Trying to take breaks.,Medium
23,Female,BTech,5,3.4,6.6,5,4,4,5.9,5,5,1-2 times/week,Often,No,Sometimes,3,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
20,Female,BTech,7,5.3,6.5,4,4,8,4.7,4,6,Never,Sometimes,No,Yes,8,Sometimes,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
20,Female,BTech,2,5.9,6.0,4,6,5,5.9,6,7,Never,Sometimes,Sometimes,Sometimes,6,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
18,Male,BSc,1,4.6,6.5,8,5,6,4.6,4,7,1-2 times/week,Sometimes,Yes,Sometimes,5,Rarely,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
20,Male,BTech,7,3.4,6.8,6,7,7,9.9,7,6,1-2 times/week,Sometimes,Sometimes,No,7,Sometimes,Yes,Some deadlines coming up but I'm handling them okay.,Medium
18,Male,BSc,8,7.4,6.0,6,4,3,7.3,4,4,1-2 times/week,Sometimes,Sometimes,Yes,6,Always,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
18,Male,BSc,4,7.1,6.9,8,7,8,6.1,6,6,1-2 times/week,Often,No,Yes,4,Often,Yes,Feeling slightly drained but a weekend break should help.,Medium
24,Prefer not to say,BCom,2,7.7,5.7,7,6,4,7.2,7,5,Daily,Sometimes,Sometimes,No,8,Rarely,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
19,Male,BTech,3,7.5,6.3,8,4,3,5.9,4,5,1-2 times/week,Often,Sometimes,No,5,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
22,Female,BCA,5,3.7,6.7,8,7,5,5.2,4,5,1-2 times/week,Rarely,Sometimes,No,6,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
21,Female,BTech,2,7.2,6.1,8,7,5,6.7,7,6,1-2 times/week,Often,Yes,Sometimes,4,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
20,Male,BTech,5,3.1,6.9,6,7,4,5.6,4,4,3-5 times/week,Often,No,Yes,8,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
18,Male,BSc,8,6.6,6.1,6,4,3,9.7,7,6,3-5 times/week,Sometimes,Sometimes,Yes,3,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
23,Male,BCA,8,3.1,6.2,4,4,6,7.0,5,6,1-2 times/week,Sometimes,Sometimes,No,8,Sometimes,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
20,Female,BCom,3,7.8,6.8,5,7,8,9.0,7,7,1-2 times/week,Often,Sometimes,No,6,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
22,Male,BSc,1,3.2,7.0,5,6,3,6.5,5,5,3-5 times/week,Sometimes,Sometimes,No,3,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
24,Female,BSc,5,3.6,6.6,4,8,5,9.5,4,7,Never,Sometimes,Sometimes,No,7,Often,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Female,BSc,8,3.6,6.8,6,5,8,6.9,4,5,Never,Rarely,No,Sometimes,5,Sometimes,No,Some deadlines coming up but I'm handling them okay.,Medium
22,Male,BCA,5,5.4,6.2,4,4,3,5.6,6,5,Never,Sometimes,Sometimes,Yes,6,Often,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
24,Female,BCom,1,6.7,5.1,4,4,5,3.5,4,5,1-2 times/week,Rarely,Yes,No,4,Sometimes,Yes,Feeling slightly drained but a weekend break should help.,Medium
22,Male,BCA,5,4.4,6.4,6,6,5,9.5,4,4,1-2 times/week,Sometimes,Sometimes,No,3,Sometimes,Yes,Some deadlines coming up but I'm handling them okay.,Medium
20,Female,BTech,1,4.8,5.3,6,5,6,8.1,4,5,3-5 times/week,Rarely,Yes,Sometimes,4,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
22,Male,BCA,5,3.6,6.1,8,6,8,8.5,7,5,Never,Sometimes,Sometimes,Yes,7,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
20,Female,BTech,7,7.6,7.4,5,5,6,4.7,7,5,Never,Rarely,Yes,Sometimes,7,Rarely,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
18,Female,BTech,7,3.7,7.2,7,5,5,3.2,4,4,3-5 times/week,Rarely,Yes,Yes,5,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Male,BTech,7,5.2,6.1,7,7,7,6.6,7,7,3-5 times/week,Often,Sometimes,Yes,7,Often,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
20,Male,BCA,2,7.9,6.6,5,5,5,5.8,6,6,3-5 times/week,Sometimes,No,Sometimes,3,Often,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Male,BSc,4,5.8,7.3,8,8,7,7.0,4,6,1-2 times/week,Rarely,Sometimes,Sometimes,4,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
18,Female,BSc,7,3.5,6.1,6,7,3,6.4,4,7,3-5 times/week,Rarely,No,Sometimes,5,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
20,Male,BCA,2,6.3,7.4,4,6,3,6.3,6,5,3-5 times/week,Sometimes,Sometimes,Yes,5,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Female,BCom,4,6.4,6.8,8,4,6,3.6,6,4,Never,Often,Sometimes,No,5,Sometimes,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
19,Female,BCA,7,5.9,6.3,8,7,8,3.0,4,5,1-2 times/week,Sometimes,Sometimes,No,5,Sometimes,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Female,BTech,6,6.2,7.3,6,5,6,4.9,6,4,Never,Often,Yes,Sometimes,7,Never,No,Some deadlines coming up but I'm handling them okay.,Medium
18,Male,BCA,3,6.3,5.2,6,8,7,7.6,4,5,Never,Sometimes,Sometimes,No,8,Rarely,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
22,Prefer not to say,BCom,2,4.9,7.4,8,8,3,6.7,5,6,Daily,Rarely,Sometimes,Sometimes,5,Never,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
23,Male,BTech,5,6.4,6.3,5,8,7,3.0,4,7,Daily,Often,Sometimes,No,7,Never,No,Some deadlines coming up but I'm handling them okay.,Medium
19,Prefer not to say,BCom,2,8.0,6.4,4,4,5,6.0,6,6,1-2 times/week,Often,Yes,Sometimes,7,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
20,Prefer not to say,BCom,7,6.4,5.8,8,4,7,9.5,7,6,3-5 times/week,Sometimes,Sometimes,Yes,8,Rarely,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BCom,3,5.8,7.0,4,5,6,4.0,7,4,1-2 times/week,Often,Sometimes,Sometimes,8,Often,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
22,Female,BSc,5,3.5,7.3,8,6,8,3.5,6,5,Daily,Sometimes,Sometimes,Yes,7,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
20,Male,BTech,5,5.2,5.7,4,7,4,5.0,5,4,1-2 times/week,Rarely,Sometimes,Yes,6,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
20,Male,BCA,7,6.9,7.0,6,6,6,3.1,7,7,Daily,Sometimes,Sometimes,Sometimes,3,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
20,Female,BCom,6,6.4,5.6,4,5,6,5.6,6,4,1-2 times/week,Sometimes,No,Sometimes,8,Always,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Male,BCom,1,7.9,6.6,7,5,7,5.4,5,6,1-2 times/week,Sometimes,Yes,No,8,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
22,Female,BSc,5,5.1,6.4,4,4,3,6.1,4,7,Never,Sometimes,Yes,Yes,5,Always,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
23,Male,BCA,2,3.8,7.2,6,6,8,3.1,4,7,Daily,Often,Yes,Yes,4,Often,No,Mild headache from screen time. Trying to take breaks.,Medium
18,Male,BTech,4,3.7,6.0,7,8,7,9.9,7,6,1-2 times/week,Sometimes,Sometimes,Sometimes,7,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Female,BTech,6,6.0,7.4,7,7,6,7.0,7,4,3-5 times/week,Rarely,Yes,Yes,7,Always,No,Mild headache from screen time. Trying to take breaks.,Medium
22,Female,BSc,3,7.4,7.1,4,7,7,4.8,7,4,3-5 times/week,Sometimes,Sometimes,Sometimes,8,Often,No,Feeling slightly drained but a weekend break should help.,Medium
19,Male,BCA,5,3.8,7.0,7,4,8,5.7,4,6,Never,Sometimes,Sometimes,Sometimes,8,Rarely,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
21,Female,BCom,4,4.0,5.6,7,6,8,9.0,7,5,1-2 times/week,Rarely,Sometimes,Yes,7,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
18,Female,BTech,5,5.0,5.4,8,6,8,3.3,7,6,3-5 times/week,Rarely,Yes,Yes,8,Sometimes,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Female,BCA,3,3.9,5.3,5,8,3,6.6,5,7,1-2 times/week,Rarely,Yes,Sometimes,4,Rarely,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
24,Male,BCA,6,6.8,5.7,8,4,4,3.9,4,6,1-2 times/week,Often,Sometimes,Sometimes,6,Rarely,No,Mild headache from screen time. Trying to take breaks.,Medium
24,Female,BTech,7,7.4,5.8,6,8,7,5.7,4,4,1-2 times/week,Sometimes,Sometimes,Sometimes,7,Never,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
21,Prefer not to say,BTech,2,5.8,5.0,5,7,4,4.3,5,5,Daily,Sometimes,Yes,Sometimes,7,Never,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
21,Male,BCA,7,4.2,7.1,7,6,8,8.8,7,6,1-2 times/week,Sometimes,Sometimes,Sometimes,6,Often,Yes,Some deadlines coming up but I'm handling them okay.,Medium
19,Male,BTech,7,3.8,7.0,8,5,3,3.2,5,6,3-5 times/week,Sometimes,Sometimes,Sometimes,6,Rarely,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Male,BTech,6,7.7,6.3,7,4,4,9.4,6,7,3-5 times/week,Sometimes,Sometimes,Sometimes,6,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
19,Female,BCom,8,7.2,5.4,8,7,3,8.1,7,7,3-5 times/week,Often,Sometimes,Sometimes,5,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
21,Male,BSc,6,7.0,5.2,4,5,6,6.2,7,4,3-5 times/week,Often,Sometimes,No,8,Often,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Male,BCA,2,5.8,5.8,7,5,4,6.9,7,5,1-2 times/week,Sometimes,Yes,Sometimes,5,Never,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BTech,5,6.0,6.0,8,7,3,6.9,7,7,3-5 times/week,Sometimes,Sometimes,No,3,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
22,Male,BSc,8,7.1,6.5,4,8,5,7.8,7,6,3-5 times/week,Never,No,No,7,Sometimes,Yes,Mild headache from screen time. Trying to take breaks.,Medium
20,Prefer not to say,BCA,1,5.9,6.2,4,4,3,7.6,4,4,Never,Sometimes,Sometimes,Sometimes,5,Often,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
20,Female,BTech,1,5.5,7.0,8,5,6,8.0,5,6,3-5 times/week,Sometimes,Sometimes,Yes,3,Often,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
21,Male,BCA,6,5.0,6.4,7,5,4,9.5,7,6,Never,Often,No,Yes,7,Often,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
23,Male,BCom,8,6.7,6.8,5,8,6,3.2,4,6,Daily,Sometimes,Sometimes,Sometimes,4,Often,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
22,Female,BTech,2,6.7,6.6,8,7,5,7.3,7,7,Never,Sometimes,Sometimes,Sometimes,3,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
20,Female,BSc,7,4.6,6.8,5,4,7,8.7,4,4,3-5 times/week,Often,Sometimes,Sometimes,5,Never,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
20,Female,BTech,6,6.3,7.2,4,8,5,5.9,6,5,3-5 times/week,Often,Yes,Sometimes,8,Sometimes,No,Sleep is slightly disturbed because of upcoming internals.,Medium
20,Female,BTech,2,7.7,6.3,5,8,4,6.6,7,5,1-2 times/week,Sometimes,Sometimes,Sometimes,4,Often,Yes,Mild headache from screen time. Trying to take breaks.,Medium
19,Male,BSc,1,6.3,6.0,4,5,8,8.4,7,4,Daily,Often,No,Yes,3,Rarely,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Male,BSc,4,4.0,5.6,6,8,5,6.0,6,4,Never,Sometimes,Sometimes,Sometimes,5,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
20,Female,BSc,6,3.5,6.8,7,6,8,7.0,6,6,1-2 times/week,Sometimes,Sometimes,No,7,Rarely,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
20,Male,BTech,1,3.3,6.0,6,6,5,4.7,5,4,3-5 times/week,Sometimes,Sometimes,Yes,6,Always,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Female,BCA,4,4.1,5.1,6,7,5,5.4,6,4,1-2 times/week,Never,No,Sometimes,6,Sometimes,No,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Female,BTech,8,5.0,6.8,7,8,8,5.3,7,5,Never,Sometimes,Yes,Sometimes,5,Often,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
19,Male,BTech,2,6.4,6.9,8,4,6,5.0,7,4,Never,Never,Sometimes,No,8,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
20,Female,BSc,4,7.0,7.4,5,4,7,6.1,5,4,3-5 times/week,Never,Sometimes,Yes,3,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
22,Male,BTech,1,5.0,5.7,8,6,3,5.6,7,7,Never,Often,Sometimes,Sometimes,5,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
18,Prefer not to say,BCA,8,6.8,5.5,4,6,5,8.0,4,4,Never,Sometimes,No,Sometimes,8,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
23,Male,BSc,1,6.3,7.1,6,5,3,5.1,4,5,1-2 times/week,Sometimes,Yes,Sometimes,4,Sometimes,No,There's some pressure with assignments but I still have social time.,Medium
20,Male,BTech,7,7.0,5.6,5,7,4,3.4,4,7,Never,Rarely,Sometimes,Sometimes,4,Never,Yes,Mild headache from screen time. Trying to take breaks.,Medium
21,Prefer not to say,BSc,2,5.7,7.4,8,4,5,7.4,6,4,3-5 times/week,Sometimes,Yes,Sometimes,5,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Male,BTech,6,4.5,5.1,7,4,8,7.7,4,4,Never,Sometimes,Yes,Sometimes,8,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
22,Male,BCom,3,6.1,6.4,7,5,7,8.8,6,6,3-5 times/week,Rarely,Yes,Yes,7,Often,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Female,BCA,8,4.9,6.2,7,4,4,3.9,5,7,3-5 times/week,Often,Yes,Sometimes,6,Never,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
20,Male,BCA,1,7.8,7.3,7,8,7,8.8,7,5,3-5 times/week,Rarely,Yes,Sometimes,5,Often,No,Feeling slightly drained but a weekend break should help.,Medium
18,Male,BTech,8,3.8,5.0,6,4,8,4.3,7,4,1-2 times/week,Sometimes,Yes,Sometimes,8,Often,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
24,Male,BCom,1,4.9,6.2,5,4,8,7.1,7,6,Daily,Rarely,Sometimes,No,7,Rarely,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Female,BCA,4,7.8,7.1,8,5,6,6.3,7,7,Never,Sometimes,Sometimes,No,6,Sometimes,No,There's some pressure with assignments but I still have social time.,Medium
21,Female,BTech,3,4.1,5.7,7,7,8,5.3,6,4,Never,Never,Sometimes,No,3,Always,No,Some deadlines coming up but I'm handling them okay.,Medium
18,Female,BSc,6,5.5,7.0,5,7,3,7.8,4,5,1-2 times/week,Rarely,Sometimes,No,3,Often,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
18,Female,BSc,2,7.8,6.0,6,4,5,3.9,5,5,3-5 times/week,Rarely,Sometimes,Sometimes,7,Sometimes,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Male,BTech,2,3.3,5.1,6,8,6,3.1,6,7,Never,Never,Sometimes,No,4,Never,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
24,Male,BCA,2,7.3,6.7,5,4,6,6.1,6,6,1-2 times/week,Sometimes,Sometimes,Sometimes,8,Sometimes,Yes,Some deadlines coming up but I'm handling them okay.,Medium
21,Prefer not to say,BSc,2,6.3,5.7,6,8,5,9.4,5,6,3-5 times/week,Sometimes,Yes,Sometimes,4,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
19,Female,BTech,8,7.8,6.2,8,5,4,9.3,6,5,Daily,Rarely,Sometimes,No,5,Never,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
21,Male,BTech,5,5.9,6.3,6,8,5,4.1,4,7,1-2 times/week,Often,Yes,Sometimes,4,Sometimes,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
18,Male,BTech,8,7.8,6.1,8,5,8,6.0,6,6,Never,Sometimes,Sometimes,No,3,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
24,Prefer not to say,BCA,4,5.3,5.9,8,5,8,9.0,5,7,Never,Sometimes,Sometimes,Yes,6,Never,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
18,Female,BTech,4,7.1,5.5,7,7,6,4.9,6,7,1-2 times/week,Often,Sometimes,Sometimes,5,Never,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
